"HumanGene"	"MouseGene"	"HomologyID"	"transID"
"WNT8B"	"Wnt8b"	2550	"ENST00000343737_ENSG00000075290_WNT8B"
"WNT9A"	"Wnt9a"	20722	"ENST00000272164_ENSG00000143816_WNT9A"
"WNT9B"	"Wnt9b"	2551	"ENST00000290015_ENSG00000158955_WNT9B"
"WRAP53"	"Wdr79"	9995	"ENST00000431639_ENSG00000141499_WRAP53"
"WRAP53"	"Wrap53"	9995	"ENST00000431639_ENSG00000141499_WRAP53"
"WRAP73"	"Wrap73"	9857	"ENST00000270708_ENSG00000116213_WRAP73"
"WRB"	"Wrb"	37945	"ENST00000333781_ENSG00000182093_WRB"
"WRN"	"Wrn"	6659	"ENST00000298139_ENSG00000165392_WRN"
"WRNIP1"	"Wrnip1"	10592	"ENST00000380771_ENSG00000124535_WRNIP1"
"WSB1"	"Wsb1"	9218	"ENST00000262394_ENSG00000109046_WSB1"
"WSB2"	"Wsb2"	32417	"ENST00000315436_ENSG00000176871_WSB2"
"WSCD1"	"Wscd1"	18590	"ENST00000317744_ENSG00000179314_WSCD1"
"WSCD2"	"Wscd2"	35372	"ENST00000547525_ENSG00000075035_WSCD2"
"WT1"	"Wt1"	11536	"ENST00000332351_ENSG00000184937_WT1"
"WTAP"	"LOC100043168"	68422	"ENST00000358372_ENSG00000146457_WTAP"
"WTAP"	"Wtap"	68422	"ENST00000358372_ENSG00000146457_WTAP"
"WTIP"	"Wtip"	64353	"ENST00000590071_ENSG00000142279_WTIP"
"WWC1"	"Wwc1"	69180	"ENST00000521089_ENSG00000113645_WWC1"
"WWC2"	"Wwc2"	32618	"ENST00000403733_ENSG00000151718_WWC2"
"WWOX"	"Wwox"	56334	"ENST00000566780_ENSG00000186153_WWOX"
"WWP1"	"Wwp1"	21385	"ENST00000517970_ENSG00000123124_WWP1"
"WWP2"	"Wwp2"	48490	"ENST00000359154_ENSG00000198373_WWP2"
"WWTR1"	"Wwtr1"	9159	"ENST00000360632_ENSG00000018408_WWTR1"
"XAB2"	"Xab2"	5738	"ENST00000358368_ENSG00000076924_XAB2"
"XAF1"	"Xaf1"	49488	"ENST00000361842_ENSG00000132530_XAF1"
"XBP1"	"Xbp1"	3722	"ENST00000611155_ENSG00000100219_XBP1"
"XCL1"	"Xcl1"	2250	"ENST00000367818_ENSG00000143184_XCL1"
"XCR1"	"Xcr1"	21095	"ENST00000309285_ENSG00000173578_XCR1"
"XDH"	"Xdh"	324	"ENST00000379416_ENSG00000158125_XDH"
"XIAP"	"Xiap"	901	"ENST00000371199_ENSG00000101966_XIAP"
"XIAP"	"Birc4"	901	"ENST00000371199_ENSG00000101966_XIAP"
"XIRP1"	"Xirp1"	7998	"ENST00000340369_ENSG00000168334_XIRP1"
"XIRP1"	"Cmya1"	7998	"ENST00000340369_ENSG00000168334_XIRP1"
"XIRP2"	"Xirp2"	19388	"ENST00000409195_ENSG00000163092_XIRP2"
"XIRP2"	"Cmya3"	19388	"ENST00000409195_ENSG00000163092_XIRP2"
"XK"	"Xk"	36393	"ENST00000378616_ENSG00000047597_XK"
"XKR4"	"Xkr4"	45848	"ENST00000327381_ENSG00000206579_XKR4"
"XKR5"	"Xkr5"	52219	"ENST00000618742_ENSG00000275591_XKR5"
"XKR6"	"Xkr6"	18287	"ENST00000416569_ENSG00000171044_XKR6"
"XKR7"	"Xkr7"	19390	"ENST00000562532_ENSG00000260903_XKR7"
"XKR8"	"Xkr8"	23068	"ENST00000373884_ENSG00000158156_XKR8"
"XKR9"	"Xkr9"	20056	"ENST00000408926_ENSG00000221947_XKR9"
"XKRX"	"Xkrx"	77932	"ENST00000372956_ENSG00000182489_XKRX"
"XPA"	"Xpa"	37298	"ENST00000375128_ENSG00000136936_XPA"
"XPC"	"Xpc"	3401	"ENST00000285021_ENSG00000154767_XPC"
"XPNPEP1"	"Xpnpep1"	6424	"ENST00000502935_ENSG00000108039_XPNPEP1"
"XPNPEP2"	"Xpnpep2"	37766	"ENST00000371106_ENSG00000122121_XPNPEP2"
"XPO1"	"Xpo1"	2554	"ENST00000401558_ENSG00000082898_XPO1"
"XPO4"	"Xpo4"	10733	"ENST00000255305_ENSG00000132953_XPO4"
"XPO5"	"Xpo5"	69316	"ENST00000265351_ENSG00000124571_XPO5"
"XPO6"	"Xpo6"	12544	"ENST00000304658_ENSG00000169180_XPO6"
"XPO7"	"Xpo7"	22857	"ENST00000252512_ENSG00000130227_XPO7"
"XPOT"	"Xpot"	38291	"ENST00000332707_ENSG00000184575_XPOT"
"XPR1"	"Xpr1"	55845	"ENST00000367590_ENSG00000143324_XPR1"
"XRCC1"	"Xrcc1"	31368	"ENST00000262887_ENSG00000073050_XRCC1"
"XRCC2"	"Xrcc2"	3964	"ENST00000359321_ENSG00000196584_XRCC2"
"XRCC3"	"Xrcc3"	36178	"ENST00000352127_ENSG00000126215_XRCC3"
"XRCC4"	"Xrcc4"	2555	"ENST00000338635_ENSG00000152422_XRCC4"
"XRCC5"	"Xrcc5"	40681	"ENST00000392132_ENSG00000079246_XRCC5"
"XRCC6"	"Xrcc6"	37483	"ENST00000360079_ENSG00000196419_XRCC6"
"XRCC6BP1"	"Xrcc6bp1"	41699	NA
"XRN1"	"Xrn1"	5894	"ENST00000264951_ENSG00000114127_XRN1"
"XRN2"	"Xrn2"	6927	"ENST00000377191_ENSG00000088930_XRN2"
"XRRA1"	"Xrra1"	19547	"ENST00000340360_ENSG00000166435_XRRA1"
"XXYLT1"	"Xxylt1"	17610	"ENST00000310380_ENSG00000173950_XXYLT1"
"XYLB"	"Xylb"	3746	"ENST00000427323_ENSG00000093217_XYLB"
"XYLT1"	"Xylt1"	32534	"ENST00000261381_ENSG00000103489_XYLT1"
"XYLT2"	"Xylt2"	23349	"ENST00000017003_ENSG00000015532_XYLT2"
"YAE1"	"Yae1d1"	10615	"ENST00000223273_ENSG00000241127_YAE1"
"YAF2"	"Yaf2"	4203	"ENST00000327791_ENSG00000015153_YAF2"
"YAP1"	"Yap1"	4452	"ENST00000615667_ENSG00000137693_YAP1"
"YARS"	"Yars"	2730	"ENST00000373477_ENSG00000134684_YARS"
"YARS1"	"Yars"	2730	NA
"YARS2"	"Yars2"	7097	"ENST00000324868_ENSG00000139131_YARS2"
"YBEY"	"Ybey"	18193	"ENST00000397701_ENSG00000182362_YBEY"
"YBX1"	"Ybx1"	88707	"ENST00000321358_ENSG00000065978_YBX1"
"YBX2"	"Ybx2"	22942	"ENST00000007699_ENSG00000006047_YBX2"
"YBX3"	"Ybx3"	2708	"ENST00000228251_ENSG00000060138_YBX3"
"YDJC"	"1810015A11Rik"	19062	"ENST00000292778_ENSG00000161179_YDJC"
"YDJC"	"Ydjc"	19062	"ENST00000292778_ENSG00000161179_YDJC"
"YEATS2"	"Yeats2"	9967	"ENST00000305135_ENSG00000163872_YEATS2"
"YEATS4"	"Yeats4"	4760	"ENST00000247843_ENSG00000127337_YEATS4"
"YES1"	"Yes1"	55900	"ENST00000314574_ENSG00000176105_YES1"
"YIF1A"	"Yif1a"	56295	"ENST00000376901_ENSG00000174851_YIF1A"
"YIF1B"	"Yif1b"	60114	"ENST00000339413_ENSG00000167645_YIF1B"
"YIPF1"	"Yipf1"	5898	"ENST00000072644_ENSG00000058799_YIPF1"
"YIPF2"	"Yipf2"	23430	"ENST00000586748_ENSG00000130733_YIPF2"
"YIPF3"	"Yipf3"	9117	"ENST00000372422_ENSG00000137207_YIPF3"
"YIPF4"	"Yipf4"	32658	"ENST00000238831_ENSG00000119820_YIPF4"
"YIPF5"	"Yipf5"	56969	"ENST00000274496_ENSG00000145817_YIPF5"
"YIPF6"	"Yipf6"	15501	"ENST00000462683_ENSG00000181704_YIPF6"
"YIPF7"	"Yipf7"	69367	"ENST00000332990_ENSG00000177752_YIPF7"
"YJEFN3"	"BC028663"	66303	"ENST00000436027_ENSG00000250067_YJEFN3"
"YJU2"	"Yju2"	6350	"ENST00000262962_ENSG00000105248_YJU2"
"YKT6"	"Ykt6"	4778	"ENST00000223369_ENSG00000106636_YKT6"
"YLPM1"	"Ylpm1"	87707	"ENST00000325680_ENSG00000119596_YLPM1"
"YME1L1"	"Yme1l1"	31996	"ENST00000326799_ENSG00000136758_YME1L1"
"YOD1"	"Yod1"	13176	"ENST00000315927_ENSG00000180667_YOD1"
"YPEL1"	"Ypel1"	50340	"ENST00000339468_ENSG00000100027_YPEL1"
"YPEL2"	"Ypel2"	70791	"ENST00000312655_ENSG00000175155_YPEL2"
"YPEL3"	"Ypel3"	116010	"ENST00000398841_ENSG00000090238_YPEL3"
"YPEL4"	"Ypel4"	100652	"ENST00000300022_ENSG00000166793_YPEL4"
"YPEL5"	"Ypel5"	41097	"ENST00000379520_ENSG00000119801_YPEL5"
"YRDC"	"Yrdc"	11635	"ENST00000373044_ENSG00000196449_YRDC"
"YSK4"	"Ysk4"	19318	NA
"YTHDC1"	"Ythdc1"	15796	"ENST00000579690_ENSG00000083896_YTHDC1"
"YTHDC1"	"A730098D12Rik"	15796	"ENST00000579690_ENSG00000083896_YTHDC1"
"YTHDC2"	"Ythdc2"	11265	"ENST00000161863_ENSG00000047188_YTHDC2"
"YTHDF1"	"Ythdf1"	9844	"ENST00000370339_ENSG00000149658_YTHDF1"
"YTHDF2"	"Ythdf2"	32302	"ENST00000373812_ENSG00000198492_YTHDF2"
"YTHDF3"	"Ythdf3"	34991	"ENST00000539294_ENSG00000185728_YTHDF3"
"YWHAB"	"Ywhab"	20724	"ENST00000353703_ENSG00000166913_YWHAB"
"YWHAE"	"Ywhae"	38223	"ENST00000264335_ENSG00000108953_YWHAE"
"YWHAG"	"Ywhag"	22725	"ENST00000307630_ENSG00000170027_YWHAG"
"YWHAH"	"Ywhah"	37767	"ENST00000248975_ENSG00000128245_YWHAH"
"YWHAQ"	"LOC100039786"	105677	"ENST00000238081_ENSG00000134308_YWHAQ"
"YWHAQ"	"Ywhaq-ps3"	105677	"ENST00000238081_ENSG00000134308_YWHAQ"
"YWHAZ"	"Ywhaz"	56528	"ENST00000395951_ENSG00000164924_YWHAZ"
"YY1"	"Yy1"	2556	"ENST00000262238_ENSG00000100811_YY1"
"YY2"	"Yy2"	52599	"ENST00000429584_ENSG00000230797_YY2"
"ZADH2"	"Zadh2"	38387	"ENST00000322342_ENSG00000180011_ZADH2"
"ZAK"	"B230120H23Rik"	32331	NA
"ZAN"	"Zan"	20717	"ENST00000613979_ENSG00000146839_ZAN"
"ZAP70"	"Zap70"	839	"ENST00000264972_ENSG00000115085_ZAP70"
"ZAR1"	"Zar1"	18370	"ENST00000327939_ENSG00000182223_ZAR1"
"ZAR1L"	"Zar1l"	85370	"ENST00000345108_ENSG00000189167_ZAR1L"
"ZBBX"	"Zbbx"	11661	"ENST00000455345_ENSG00000169064_ZBBX"
"ZBBX"	"BC050789"	11661	"ENST00000455345_ENSG00000169064_ZBBX"
"ZBED3"	"Zbed3"	12442	"ENST00000255198_ENSG00000132846_ZBED3"
"ZBED4"	"Gm15583"	138455	"ENST00000216268_ENSG00000100426_ZBED4"
"ZBED4"	"Zbed4"	138455	"ENST00000216268_ENSG00000100426_ZBED4"
"ZBED4"	"LOC100043240"	45638	"ENST00000216268_ENSG00000100426_ZBED4"
"ZBED5"	"Zbed5"	84838	"ENST00000432999_ENSG00000236287_ZBED5"
"ZBED5"	"2410018M08Rik"	84838	"ENST00000432999_ENSG00000236287_ZBED5"
"ZBED6"	"Zbed6"	130066	"ENST00000550078_ENSG00000257315_ZBED6"
"ZBP1"	"Zbp1"	10972	"ENST00000371173_ENSG00000124256_ZBP1"
"ZBTB1"	"Zbtb1"	8974	"ENST00000554015_ENSG00000126804_ZBTB1"
"ZBTB10"	"Zbtb10"	11395	"ENST00000426744_ENSG00000205189_ZBTB10"
"ZBTB11"	"Zbtb11"	8678	"ENST00000312938_ENSG00000066422_ZBTB11"
"ZBTB12"	"Zbtb12"	18778	"ENST00000375527_ENSG00000204366_ZBTB12"
"ZBTB14"	"Zbtb14"	2560	"ENST00000357006_ENSG00000198081_ZBTB14"
"ZBTB16"	"Zbtb16"	21214	"ENST00000335953_ENSG00000109906_ZBTB16"
"ZBTB17"	"Zbtb17"	2575	"ENST00000375733_ENSG00000116809_ZBTB17"
"ZBTB18"	"Zbtb18"	21276	"ENST00000358704_ENSG00000179456_ZBTB18"
"ZBTB2"	"Zbtb2"	10837	"ENST00000325144_ENSG00000181472_ZBTB2"
"ZBTB20"	"Zbtb20"	9226	"ENST00000357258_ENSG00000181722_ZBTB20"
"ZBTB21"	"Zbtb21"	10799	"ENST00000310826_ENSG00000173276_ZBTB21"
"ZBTB22"	"Zbtb22"	3982	"ENST00000431845_ENSG00000236104_ZBTB22"
"ZBTB24"	"Zbtb24"	8870	"ENST00000230122_ENSG00000112365_ZBTB24"
"ZBTB25"	"Zbtb25"	5070	"ENST00000608382_ENSG00000089775_ZBTB25"
"ZBTB26"	"Zbtb26"	10853	"ENST00000373656_ENSG00000171448_ZBTB26"
"ZBTB3"	"Zbtb3"	23485	"ENST00000394807_ENSG00000185670_ZBTB3"
"ZBTB32"	"Zbtb32"	8661	"ENST00000392197_ENSG00000011590_ZBTB32"
"ZBTB33"	"Zbtb33"	4931	"ENST00000326624_ENSG00000177485_ZBTB33"
"ZBTB34"	"Zbtb34"	19382	"ENST00000373452_ENSG00000177125_ZBTB34"
"ZBTB37"	"Zbtb37"	13048	"ENST00000427304_ENSG00000185278_ZBTB37"
"ZBTB38"	"Zbtb38"	19529	"ENST00000514251_ENSG00000177311_ZBTB38"
"ZBTB39"	"Zbtb39"	8890	"ENST00000300101_ENSG00000166860_ZBTB39"
"ZBTB4"	"Zbtb4"	10846	"ENST00000380599_ENSG00000174282_ZBTB4"
"ZBTB40"	"Zbtb40"	8912	"ENST00000375647_ENSG00000184677_ZBTB40"
"ZBTB41"	"Zbtb41"	27795	"ENST00000367405_ENSG00000177888_ZBTB41"
"ZBTB42"	"Zbtb42"	20003	"ENST00000342537_ENSG00000179627_ZBTB42"
"ZBTB42"	"EG382639"	20003	"ENST00000342537_ENSG00000179627_ZBTB42"
"ZBTB43"	"Zbtb43"	8514	"ENST00000373464_ENSG00000169155_ZBTB43"
"ZBTB44"	"Zbtb44"	18221	"ENST00000397753_ENSG00000196323_ZBTB44"
"ZBTB45"	"ZBTB45"	13118	"ENST00000354590_ENSG00000119574_ZBTB45"
"ZBTB45"	"Zbtb45"	13118	"ENST00000354590_ENSG00000119574_ZBTB45"
"ZBTB46"	"Zbtb46"	81908	"ENST00000395104_ENSG00000130584_ZBTB46"
"ZBTB48"	"Zbtb48"	3905	"ENST00000377674_ENSG00000204859_ZBTB48"
"ZBTB49"	"Zbtb49"	34825	"ENST00000337872_ENSG00000168826_ZBTB49"
"ZBTB5"	"Zbtb5"	8913	"ENST00000307750_ENSG00000168795_ZBTB5"
"ZBTB6"	"Zbtb6"	4829	"ENST00000373659_ENSG00000186130_ZBTB6"
"ZBTB7A"	"Zbtb7a"	7820	"ENST00000322357_ENSG00000178951_ZBTB7A"
"ZBTB7B"	"Zbtb7b"	7605	"ENST00000535420_ENSG00000160685_ZBTB7B"
"ZBTB7C"	"Zbtb7c"	17070	"ENST00000535628_ENSG00000184828_ZBTB7C"
"ZBTB8A"	"2410081M15Rik"	12506	"ENST00000373510_ENSG00000160062_ZBTB8A"
"ZBTB8A"	"Zbtb8a"	12506	"ENST00000373510_ENSG00000160062_ZBTB8A"
"ZBTB8B"	"Zbtb8"	65127	"ENST00000609129_ENSG00000273274_ZBTB8B"
"ZBTB8B"	"Zbtb8b"	65127	"ENST00000609129_ENSG00000273274_ZBTB8B"
"ZBTB8OS"	"Zbtb8os"	12083	"ENST00000468695_ENSG00000176261_ZBTB8OS"
"ZBTB9"	"Zbtb9"	45145	"ENST00000395064_ENSG00000213588_ZBTB9"
"ZC2HC1A"	"Zc2hc1a"	9338	"ENST00000263849_ENSG00000104427_ZC2HC1A"
"ZC2HC1B"	"Zc2hc1b"	77965	"ENST00000237275_ENSG00000118491_ZC2HC1B"
"ZC2HC1C"	"Zc2hc1c"	23461	"ENST00000524913_ENSG00000119703_ZC2HC1C"
"ZC3H10"	"Zc3h10"	13114	"ENST00000257940_ENSG00000135482_ZC3H10"
"ZC3H11A"	"Zc3h11a"	8888	"ENST00000332127_ENSG00000058673_ZC3H11A"
"ZC3H12A"	"Zc3h12a"	11824	"ENST00000373087_ENSG00000163874_ZC3H12A"
"ZC3H12B"	"A130028J20Rik"	19395	"ENST00000338957_ENSG00000102053_ZC3H12B"
"ZC3H12B"	"Zc3h12b"	19395	"ENST00000338957_ENSG00000102053_ZC3H12B"
"ZC3H12C"	"Zc3h12c"	35462	"ENST00000278590_ENSG00000149289_ZC3H12C"
"ZC3H12D"	"Zc3h12d"	18225	"ENST00000409806_ENSG00000178199_ZC3H12D"
"ZC3H13"	"Zc3h13"	9011	"ENST00000242848_ENSG00000123200_ZC3H13"
"ZC3H14"	"Zc3h14"	32605	"ENST00000251038_ENSG00000100722_ZC3H14"
"ZC3H15"	"Zc3h15"	10216	"ENST00000337859_ENSG00000065548_ZC3H15"
"ZC3H18"	"5830416A07Rik"	44894	"ENST00000452588_ENSG00000158545_ZC3H18"
"ZC3H18"	"Zc3h18"	44894	"ENST00000452588_ENSG00000158545_ZC3H18"
"ZC3H3"	"EG664817"	9029	"ENST00000262577_ENSG00000014164_ZC3H3"
"ZC3H3"	"Zc3h3"	9029	"ENST00000262577_ENSG00000014164_ZC3H3"
"ZC3H4"	"Zc3h4"	87150	"ENST00000253048_ENSG00000130749_ZC3H4"
"ZC3H6"	"Zc3h6"	35328	"ENST00000409871_ENSG00000188177_ZC3H6"
"ZC3H7A"	"Zc3h7a"	8563	"ENST00000355758_ENSG00000122299_ZC3H7A"
"ZC3H7B"	"Zc3h7b"	9735	"ENST00000352645_ENSG00000100403_ZC3H7B"
"ZC3H8"	"Zc3h8"	10759	"ENST00000409573_ENSG00000144161_ZC3H8"
"ZC3HAV1"	"Zc3hav1"	10585	"ENST00000242351_ENSG00000105939_ZC3HAV1"
"ZC3HAV1L"	"Zc3hav1l"	15425	"ENST00000275766_ENSG00000146858_ZC3HAV1L"
"ZC3HC1"	"Zc3hc1"	32315	"ENST00000358303_ENSG00000091732_ZC3HC1"
"ZC4H2"	"Zc4h2"	10266	"ENST00000374839_ENSG00000126970_ZC4H2"
"ZC4H2"	"AK129302"	10266	"ENST00000374839_ENSG00000126970_ZC4H2"
"ZCCHC10"	"Zcchc10"	9769	"ENST00000355372_ENSG00000155329_ZCCHC10"
"ZCCHC11"	"Zcchc11"	35279	NA
"ZCCHC12"	"Zcchc12"	57040	"ENST00000310164_ENSG00000174460_ZCCHC12"
"ZCCHC13"	"Zcchc13"	136486	"ENST00000339534_ENSG00000187969_ZCCHC13"
"ZCCHC13"	"Cnbp2"	105688	"ENST00000339534_ENSG00000187969_ZCCHC13"
"ZCCHC14"	"Zcchc14"	9037	"ENST00000268616_ENSG00000140948_ZCCHC14"
"ZCCHC16"	"Zcchc16"	53503	NA
"ZCCHC17"	"Zcchc17"	32319	"ENST00000344147_ENSG00000121766_ZCCHC17"
"ZCCHC18"	"Zcchc18"	121722	"ENST00000611638_ENSG00000166707_ZCCHC18"
"ZCCHC2"	"Zcchc2"	9808	"ENST00000269499_ENSG00000141664_ZCCHC2"
"ZCCHC24"	"2310047A01Rik"	66746	"ENST00000372336_ENSG00000165424_ZCCHC24"
"ZCCHC24"	"Zcchc24"	66746	"ENST00000372336_ENSG00000165424_ZCCHC24"
"ZCCHC3"	"Zcchc3"	13214	"ENST00000500893_ENSG00000247315_ZCCHC3"
"ZCCHC4"	"Zcchc4"	14632	"ENST00000302874_ENSG00000168228_ZCCHC4"
"ZCCHC5"	"Zcchc5"	19397	NA
"ZCCHC6"	"Zcchc6"	51941	NA
"ZCCHC7"	"Zcchc7"	22217	"ENST00000336755_ENSG00000147905_ZCCHC7"
"ZCCHC8"	"Zcchc8"	32349	"ENST00000543897_ENSG00000033030_ZCCHC8"
"ZCCHC9"	"Zcchc9"	12999	"ENST00000407610_ENSG00000131732_ZCCHC9"
"ZCRB1"	"Zcrb1"	12095	"ENST00000266529_ENSG00000139168_ZCRB1"
"ZCWPW1"	"Zcwpw1"	9944	"ENST00000398027_ENSG00000078487_ZCWPW1"
"ZCWPW2"	"Zcwpw2"	87409	"ENST00000383768_ENSG00000206559_ZCWPW2"
"ZCWPW2"	"LOC100039681"	87409	"ENST00000383768_ENSG00000206559_ZCWPW2"
"ZDBF2"	"4930431J08Rik"	52868	"ENST00000374423_ENSG00000204186_ZDBF2"
"ZDBF2"	"Zdbf2"	52868	"ENST00000374423_ENSG00000204186_ZDBF2"
"ZDHHC1"	"Zdhhc1"	36891	"ENST00000565726_ENSG00000159714_ZDHHC1"
"ZDHHC11"	"Zdhhc11"	121750	"ENST00000283441_ENSG00000188818_ZDHHC11"
"ZDHHC12"	"Zdhhc12"	11934	"ENST00000372663_ENSG00000160446_ZDHHC12"
"ZDHHC13"	"Zdhhc13"	75106	"ENST00000446113_ENSG00000177054_ZDHHC13"
"ZDHHC14"	"Zdhhc14"	62301	"ENST00000359775_ENSG00000175048_ZDHHC14"
"ZDHHC15"	"Zdhhc15"	81788	"ENST00000373367_ENSG00000102383_ZDHHC15"
"ZDHHC16"	"Zdhhc16"	11377	"ENST00000370854_ENSG00000171307_ZDHHC16"
"ZDHHC17"	"Zdhhc17"	56324	"ENST00000426126_ENSG00000186908_ZDHHC17"
"ZDHHC18"	"Zdhhc18"	110918	"ENST00000374142_ENSG00000204160_ZDHHC18"
"ZDHHC19"	"Zdhhc19"	34922	"ENST00000296326_ENSG00000163958_ZDHHC19"
"ZDHHC2"	"Zdhhc2"	81667	"ENST00000262096_ENSG00000104219_ZDHHC2"
"ZDHHC20"	"Zdhhc20"	57105	"ENST00000400590_ENSG00000180776_ZDHHC20"
"ZDHHC21"	"Zdhhc21"	32668	"ENST00000380916_ENSG00000175893_ZDHHC21"
"ZDHHC22"	"Zdhhc22"	45486	"ENST00000319374_ENSG00000177108_ZDHHC22"
"ZDHHC23"	"Zdhhc23"	17840	"ENST00000330212_ENSG00000184307_ZDHHC23"
"ZDHHC24"	"Zdhhc24"	41720	"ENST00000310442_ENSG00000174165_ZDHHC24"
"ZDHHC3"	"Zdhhc3"	9582	"ENST00000296127_ENSG00000163812_ZDHHC3"
"ZDHHC4"	"Zdhhc4"	10006	"ENST00000396707_ENSG00000136247_ZDHHC4"
"ZDHHC5"	"Zdhhc5"	9147	"ENST00000287169_ENSG00000156599_ZDHHC5"
"ZDHHC6"	"Zdhhc6"	41487	"ENST00000369405_ENSG00000023041_ZDHHC6"
"ZDHHC7"	"Zdhhc7"	41193	"ENST00000313732_ENSG00000153786_ZDHHC7"
"ZDHHC8"	"Zdhhc8"	8363	"ENST00000405930_ENSG00000099904_ZDHHC8"
"ZDHHC9"	"Zdhhc9"	91149	"ENST00000357166_ENSG00000188706_ZDHHC9"
"ZEB1"	"Zeb1"	31779	"ENST00000320985_ENSG00000148516_ZEB1"
"ZEB2"	"Zeb2"	8868	"ENST00000627532_ENSG00000169554_ZEB2"
"ZER1"	"Zer1"	4621	"ENST00000291900_ENSG00000160445_ZER1"
"ZFAND1"	"Zfand1"	6779	"ENST00000220669_ENSG00000104231_ZFAND1"
"ZFAND2A"	"Zfand2a"	64373	"ENST00000316495_ENSG00000178381_ZFAND2A"
"ZFAND2B"	"Zfand2b"	32671	"ENST00000289528_ENSG00000158552_ZFAND2B"
"ZFAND3"	"Zfand3"	11077	"ENST00000287218_ENSG00000156639_ZFAND3"
"ZFAND4"	"Zfand4"	18373	"ENST00000344646_ENSG00000172671_ZFAND4"
"ZFAND5"	"Zfand5"	21215	"ENST00000376962_ENSG00000107372_ZFAND5"
"ZFAND6"	"Zfand6"	10372	"ENST00000261749_ENSG00000086666_ZFAND6"
"ZFAT"	"Zfat1"	16829	"ENST00000377838_ENSG00000066827_ZFAT"
"ZFAT"	"Zfat"	16829	"ENST00000377838_ENSG00000066827_ZFAT"
"ZFC3H1"	"Zfc3h1"	17017	"ENST00000378743_ENSG00000133858_ZFC3H1"
"ZFC3H1"	"Ccdc131"	17017	"ENST00000378743_ENSG00000133858_ZFC3H1"
"ZFHX2"	"Zfhx2"	52657	"ENST00000419474_ENSG00000136367_ZFHX2"
"ZFHX3"	"Zfhx3"	21366	"ENST00000268489_ENSG00000140836_ZFHX3"
"ZFHX3"	"Atbf1"	21366	"ENST00000268489_ENSG00000140836_ZFHX3"
"ZFHX4"	"Zfhx4"	23477	"ENST00000521891_ENSG00000091656_ZFHX4"
"ZFP1"	"Zfp1"	32132	"ENST00000570010_ENSG00000184517_ZFP1"
"ZFP106"	"Zfp106"	40787	NA
"ZFP112"	"Zfp112"	49338	NA
"ZFP14"	"Zfp14"	45619	"ENST00000270001_ENSG00000142065_ZFP14"
"ZFP161"	"Zfp161"	2560	NA
"ZFP2"	"Zfp2"	121779	"ENST00000361362_ENSG00000198939_ZFP2"
"ZFP28"	"Zfp28"	69047	"ENST00000301318_ENSG00000196867_ZFP28"
"ZFP3"	"Zfp3"	27406	"ENST00000318833_ENSG00000180787_ZFP3"
"ZFP30"	"Zfp30"	84799	"ENST00000351218_ENSG00000120784_ZFP30"
"ZFP36"	"Zfp36"	2558	"ENST00000597629_ENSG00000128016_ZFP36"
"ZFP36L1"	"Zfp36l1"	31276	"ENST00000439696_ENSG00000185650_ZFP36L1"
"ZFP36L2"	"Zfp36l2"	5027	"ENST00000282388_ENSG00000152518_ZFP36L2"
"ZFP37"	"Zfp37"	40682	"ENST00000374227_ENSG00000136866_ZFP37"
"ZFP41"	"Zfp41"	65280	"ENST00000520584_ENSG00000181638_ZFP41"
"ZFP42"	"Zfp42"	7601	"ENST00000509524_ENSG00000179059_ZFP42"
"ZFP57"	"Zfp57"	7603	"ENST00000488757_ENSG00000204644_ZFP57"
"ZFP62"	"Zfp62"	40686	"ENST00000502412_ENSG00000196670_ZFP62"
"ZFP64"	"Zfp64"	7604	"ENST00000346617_ENSG00000020256_ZFP64"
"ZFP69"	"Zfp69"	45693	"ENST00000372705_ENSG00000187815_ZFP69"
"ZFP82"	"Zfp82"	51177	"ENST00000392161_ENSG00000181007_ZFP82"
"ZFP90"	"Zfp90"	86800	"ENST00000570495_ENSG00000184939_ZFP90"
"ZFP91"	"Zfp91"	43144	"ENST00000316059_ENSG00000186660_ZFP91"
"ZFP92"	"Zfp92"	69050	"ENST00000338647_ENSG00000189420_ZFP92"
"ZFPL1"	"Zfpl1"	4935	"ENST00000294258_ENSG00000162300_ZFPL1"
"ZFPM1"	"Zfpm1"	7606	"ENST00000319555_ENSG00000179588_ZFPM1"
"ZFPM2"	"Zfpm2"	8008	"ENST00000407775_ENSG00000169946_ZFPM2"
"ZFR"	"Zfr"	8009	"ENST00000265069_ENSG00000056097_ZFR"
"ZFR2"	"Zfr2"	88124	"ENST00000262961_ENSG00000105278_ZFR2"
"ZFX"	"Zfx"	2561	"ENST00000379177_ENSG00000005889_ZFX"
"ZFYVE1"	"Zfyve1"	10945	"ENST00000556143_ENSG00000165861_ZFYVE1"
"ZFYVE16"	"Zfyve16"	8826	"ENST00000338008_ENSG00000039319_ZFYVE16"
"ZFYVE19"	"Zfyve19"	12435	"ENST00000355341_ENSG00000166140_ZFYVE19"
"ZFYVE20"	"Zfyve20"	41477	NA
"ZFYVE21"	"Zfyve21"	11448	"ENST00000216602_ENSG00000100711_ZFYVE21"
"ZFYVE26"	"Zfyve26"	9102	"ENST00000347230_ENSG00000072121_ZFYVE26"
"ZFYVE27"	"Zfyve27"	16939	"ENST00000423811_ENSG00000155256_ZFYVE27"
"ZFYVE28"	"Zfyve28"	15119	"ENST00000290974_ENSG00000159733_ZFYVE28"
